timestamp,msg_id,rpm,cht,egt,oil_pressure,oil_temp,fuel_flow,vibration_amplitude,vibration_freq,throttle_cmd,active_faults
0.0,ENG_TELEM_00,2996.4359451180785,164.17792882310061,529.8729568277607,48.126037600310134,144.4408068988778,21.31940255428013,0.22292320010657307,49.94059908530131,45.0,healthy
0.1,ENG_TELEM_01,2998.6296650736476,161.9657764601362,523.301578718404,48.129592752034945,141.3331624386739,20.966979493567013,0.19362517118560715,49.97716108456079,45.1199680025599,healthy
0.2,ENG_TELEM_02,2995.2667874325134,161.35391834014487,530.0293215827083,48.068003390121085,140.77269632895306,21.363061121768514,0.1891443499260272,49.92111312387522,45.23974408190752,healthy
0.30000000000000004,ENG_TELEM_03,3042.540908425446,162.40161686430724,532.0348223040934,48.662159711613334,142.24199083712142,21.0935366571341,0.19542341357342088,50.7090151404241,45.35913662186676,healthy
0.4,ENG_TELEM_04,3002.8890802393908,161.2805616932278,529.11732286002,48.406072249787975,141.04628153695384,21.19477610648658,0.2118145292143108,50.048151337323176,45.47795461984274,healthy
0.5,ENG_TELEM_05,3032.7750023662306,162.8905728665404,523.9399080227661,48.07952731062784,143.181527527829,21.41342432253991,0.23280540504678318,50.546250039437176,45.59600799238518,healthy
0.6000000000000001,ENG_TELEM_06,3053.2580233694575,162.06302071734655,529.8294260374225,48.843258518094494,141.99166520855317,21.960432594468415,0.19294673069890717,50.88763372282429,45.7131078792814,healthy
0.7000000000000001,ENG_TELEM_07,3040.349245436701,162.25887433892666,528.5162625963366,48.53676496969205,141.74687052809725,21.307749276491627,0.19563710468382967,50.672487423945014,45.82906694569234,healthy
0.8,ENG_TELEM_08,3036.729024760116,164.88726683803952,527.0777018505335,48.51592619052335,146.9292127710972,21.21566303356479,0.1781352036407333,50.6121504126686,45.94369968184835,healthy
0.9,ENG_TELEM_09,3068.1095553593814,163.32441313004344,532.7900785645654,48.97518710696038,144.90356150968023,21.515738891726414,0.24266801886523362,51.13515925598969,46.05682269982527,healthy
1.0,ENG_TELEM_10,3035.8136184494874,160.9262921787079,523.9189622498315,48.492104488226,139.86668325519713,21.666030024350196,0.20000539055552555,50.59689364082479,46.16825502692595,healthy
1.1,ENG_TELEM_11,3037.101700842421,164.94272863602723,524.6395791193511,48.62491963392395,145.03649918120462,21.609633798203195,0.23032054630048746,50.61836168070702,46.277818395198,healthy
1.2000000000000002,ENG_TELEM_12,3099.5467263505543,165.47126751674108,531.1599268146908,49.032263762855955,146.1589139993604,22.205641808716443,0.22495666215211638,51.659112105842574,46.38533752662445,healthy
1.3,ENG_TELEM_13,3066.1150235750742,161.59987749349585,531.7112563016315,48.381186511352176,141.0385457347614,21.4698728700045,0.22088911576308942,51.10191705958457,46.49064041353121,healthy
1.4000000000000001,ENG_TELEM_14,3087.7176377276382,161.86276599458532,526.5965765798362,48.48287585809299,141.90699065005515,21.26352203929433,0.20694950964259437,51.46196062879397,46.59355859376265,healthy
1.5,ENG_TELEM_15,3077.9312857407713,164.07097591526463,529.3160933825067,49.15155625502891,142.9370289469174,21.861081246061296,0.20375167984392076,51.29885476234619,46.693927420185105,healthy
1.6,ENG_TELEM_16,3069.07307729958,164.0144443676421,524.1170486664041,48.29168187982796,144.58386209277,21.752449423857257,0.19109793503498995,51.151217954992994,46.79158632408718,healthy
1.7000000000000002,ENG_TELEM_17,3096.174169522947,163.6178706159645,533.9985278132121,48.47180249708324,142.6293333169874,21.62831299277454,0.20264239562990183,51.60290282538245,46.886379072055405,healthy
1.8,ENG_TELEM_18,3085.5966297717923,163.0773630395799,534.5533165863104,48.87240957246219,144.4814208707183,21.562790163354645,0.25294391596354066,51.42661049619654,46.97815401591442,healthy
1.9000000000000001,ENG_TELEM_19,3094.2060529809664,163.78492671536347,528.727442096113,49.39955480818985,142.51855152047108,21.85752472341593,0.2136320712866759,51.57010088301611,47.066764335331655,healthy
2.0,ENG_TELEM_20,3138.4384274647045,163.90437144440304,532.3668761111717,48.95353650719962,144.27027804565242,21.46220346828437,0.21687752384365577,52.30730712441174,47.15206827269857,healthy
2.1,ENG_TELEM_21,3145.214356115917,164.05315618546317,535.4970746422466,48.99951851386591,143.68486713828676,22.428189628727953,0.21101991230785136,52.420239268598614,47.23392935991258,healthy
2.2,ENG_TELEM_22,3130.629747854037,167.25224684805738,534.4524052401482,49.42603247468715,145.95284507694467,21.937124658360744,0.24090038207235479,52.177162464233945,47.31221663669691,healthy
2.3000000000000003,ENG_TELEM_23,3116.434017101677,165.30799826936715,529.6274699195641,48.94327932036021,145.07345596537522,21.742894979197935,0.22464237615453383,51.94056695169461,47.386804860109095,healthy
2.4000000000000004,ENG_TELEM_24,3113.3413468644985,164.05960329818404,534.1806663204706,49.13454496048015,144.8619258007587,21.59319160280264,0.19637572802284492,51.889022447741645,47.457574704902996,healthy
