timestamp,rpm,throttle,oil_pressure,oil_temp,cht,egt,vibration,fuel_flow,fault_type,fault_active
0.0,3038.1394098007995,45.0,48.13088324295418,140.5566902355273,160.55425218064403,527.375999196504,0.2115016355789729,21.210774118520376,none,0
0.1,3025.093713932493,45.1199680025599,48.287464925589966,144.9547015237687,164.8870193356057,521.1119065553553,0.1921341195474928,20.805733983378477,none,0
0.2,3002.0647616453757,45.23974408190752,48.18217832777177,140.50219856899363,162.438265508676,523.9329966921688,0.1878678226246123,21.75809037977094,none,0
0.3,3033.2164202229324,45.35913662186676,48.556014579400674,143.65484362010994,164.6689408989232,530.5947789565886,0.2120987525589417,20.77503674769938,none,0
0.4,3034.1646366572227,45.47795461984274,48.30865029863272,145.49754080035706,164.63306203740487,524.5371672449453,0.1791159089848112,20.9290760111797,none,0
0.5,3027.67095811305,45.59600799238518,48.4283104982022,141.95114171326887,161.98726036361853,522.4962249027899,0.1991897548282647,21.474376055582336,none,0
0.6000000000000001,3015.9968121954485,45.7131078792814,48.24862116205382,142.82427114712743,162.857696893615,526.9795590696799,0.2028940650443301,20.99089996848942,none,0
0.7000000000000001,3080.35388596673,45.82906694569234,48.88643621070516,143.03038986348776,162.69456352462063,530.0573088612168,0.2203624723512507,21.283646494674592,none,0
0.8,3005.893557160874,45.94369968184835,48.15080584317871,142.82117535234718,162.8090242112522,533.303484220108,0.1816426990982431,21.33916022535384,none,0
0.9,3078.5788620132744,46.05682269982527,48.73435259965642,144.30351286283354,164.74145057585565,526.2924979903796,0.1982715379301988,21.1896088670932,none,0
1.0,3099.337524808104,46.16825502692595,48.74230310484256,142.09329455194376,162.4525196908342,528.6829128376538,0.2224532115644938,21.86078446320083,none,0
1.1,3098.532464688024,46.277818395198,48.72765001580863,144.10873043829227,164.1556487581926,528.5827988655793,0.2137833720109263,21.294835446773742,none,0
1.2000000000000002,3058.88954933024,46.38533752662445,49.03489880879229,141.72352095253382,161.18882793627512,530.8280560699162,0.1719845668437045,21.34086045089192,none,0
1.3,3063.0172683631104,46.49064041353121,48.70551044337098,145.75085683117027,165.57788513091845,526.9949313833193,0.2045264802443443,21.5758550124544,none,0
1.4,3082.91234496938,46.59355859376265,48.60092281434412,144.3030022624189,163.30234508265482,532.074704904814,0.210539849227945,21.392722194477173,none,0
1.5,3107.1054723945986,46.69392742018511,48.81117531827508,145.9724749486022,164.38077220692614,533.4020518225847,0.2223201890416183,21.677899963243583,none,0
1.6,3106.619271171874,46.79158632408718,49.07631010194728,146.20450137669673,166.14183291955405,531.5151164483041,0.2009029982906021,21.300639185410265,none,0
1.7000000000000002,3087.1607860515137,46.886379072055405,49.00266399274256,144.9916190231901,163.76874708672557,528.1006932001977,0.2207327523314504,22.092511018906357,none,0
1.8,3102.6556257065963,46.97815401591442,48.533855985214046,144.13413293929062,164.40950851474494,523.8032105479476,0.197972270901777,22.0647661981982,none,0
1.9,3091.3020491114253,47.066764335331655,49.40330177670535,147.76381800838598,167.74727591189375,524.4139726696203,0.2120476116970091,21.744892173685827,none,0
2.0,3094.0857547139626,47.15206827269857,48.7397836591349,140.10418492451217,160.92305458979595,529.0415913540783,0.2140507345762331,21.62149126118344,none,0
2.1,3121.996770747127,47.23392935991258,48.99620533617123,145.03192956749805,164.88070534938043,532.7100599774747,0.1984264206731229,21.83007396884377,none,0
2.2,3107.992531406572,47.31221663669691,49.01358681042018,148.26127560984887,166.11802393580484,534.4173587971289,0.2114117933580924,21.989493767520035,none,0
2.3000000000000003,3120.922255598869,47.386804860109095,49.50841109553165,139.89442327268594,161.31063272074863,527.3173278699823,0.225113586650799,21.98336998078154,none,0
2.4000000000000004,3118.603727478033,47.457574704903,48.77172651211127,145.85108876035036,166.46937612828984,532.2315596386056,0.2042169148789104,21.320938714399865,none,0
2.5,3110.671489996153,47.52441295442369,48.58507425029884,144.16253740418955,163.8868624044912,526.2046555972258,0.2005208892500423,21.931224005580145,none,0
2.6,3135.7256190652697,47.587212681730016,49.05458147464598,143.11853634754115,164.87193970914734,527.0806286860951,0.2438145014095255,22.01614233126509,none,0
