timestamp,msg_id,rpm,cht,egt,oil_pressure,oil_temp,fuel_flow,vibration_amplitude,vibration_freq,throttle_cmd,active_faults
0.0,ENG_TELEM_00,3492.040741832318,174.06940080025058,560.0464495090077,51.901682294020056,152.08061662655427,24.206127915114756,0.25768290757129053,58.20067903053863,55.0,healthy
0.1,ENG_TELEM_01,3546.8340357497195,175.7201562926987,561.9277223482709,52.29473733418258,156.53819338665625,24.632372542810803,0.25410020826910107,59.11390059582866,55.732984695917494,healthy
0.2,ENG_TELEM_02,3581.1457458558775,175.4784239978212,564.1890562553726,52.47681393413003,155.551075359174,24.90919037384104,0.22364180652996252,59.68576243093129,56.465647880521985,healthy
0.30000000000000004,ENG_TELEM_03,3560.5534660492717,173.1095946115819,564.2834397973531,52.31800855080439,151.88408517359133,24.82211555138875,0.27352917590115805,59.34255776748786,57.19766818352597,healthy
0.4,ENG_TELEM_04,3648.4705954995493,175.7898632791407,566.7273692981386,53.03571556921565,156.3596261650079,25.824626694365296,0.23725671840508578,60.807843258325825,57.92872451663104,healthy
0.5,ENG_TELEM_05,3689.3885836284076,176.08421681309804,567.9332175915071,53.045270041214295,156.61430331568633,25.84731729059681,0.25475677815578895,61.48980972714013,58.65849621436787,healthy
0.6000000000000001,ENG_TELEM_06,3752.342431556369,178.57897476611848,571.6088506378956,53.785222232673455,160.09708323479018,25.428269153439818,0.26612398796893066,62.539040525939484,59.38666317475065,healthy
0.7000000000000001,ENG_TELEM_07,3782.594404880309,175.48621585385476,581.7123675099326,53.52973284527506,156.5005104765839,26.457539970477193,0.32318662785592234,63.04324008133848,60.11290599968441,healthy
0.8,ENG_TELEM_08,3770.865416150091,177.6522751584284,570.4060560816494,53.67042198590051,155.58793895633167,26.06506203984875,0.2948828096587067,62.847756935834845,60.83690613506358,healthy
0.9,ENG_TELEM_09,3820.246246205243,177.2854586079801,572.8419428765106,54.970562886192944,155.97677892663,26.652541438605134,0.26436650717879556,63.67077077008739,61.55834601050036,healthy
1.0,ENG_TELEM_10,3823.577944093493,181.4692256253143,571.1084245773802,54.30354459942752,163.10087608318278,26.21614963352862,0.289125760457,63.72629906822488,62.27690917862158,healthy
1.1,ENG_TELEM_11,3866.125836813177,178.74887007315255,577.2042816876443,54.24048794769516,158.40865074385837,26.63122814918021,0.2917706280326476,64.43543061355295,62.99228045387295,healthy
